LITO,FE,SIO2
MINERAL,35.227090644932446,3.3910393712073623
ALTO_TEOR,57.13289974139635,5.042094915788351
ALTO_TEOR,41.17866678461584,6.261189872117152
ESTÉRIL,69.83426371773373,7.016241566680538
ESTÉRIL,48.91369608135972,7.60794302466639
ALTO_TEOR,39.80250143382267,8.601077570490087
ESTÉRIL,29.660939280189176,7.6836672413581635
MINERAL,40.02998410369094,6.125195512358885
MINERAL,32.188221434075984,1.249239537245299
ESTÉRIL,40.652453091788665,7.948234004924877
MINERAL,71.30460273005299,7.7462658724607145
ALTO_TEOR,35.138417718655724,2.215737992190405
MINERAL,53.34952808872395,1.6106346205314765
MINERAL,31.597568250538355,3.2827941126393396
ALTO_TEOR,32.449878173952264,2.190135892912438
MINERAL,26.728012526843415,2.16383112224654
ESTÉRIL,54.54273632799895,5.05196880406924
ALTO_TEOR,53.27985923032048,8.591218028917936
ESTÉRIL,56.869969054349916,4.5508078652011825
ALTO_TEOR,72.46142317587731,9.35258086051137
ALTO_TEOR,65.25704353743711,3.1262770736510137
MINERAL,45.63745364519282,9.158522874506913
ALTO_TEOR,40.766064247909924,6.114036856604703
ESTÉRIL,63.304183132213616,5.517826714081294
ALTO_TEOR,31.20891910666796,9.856719815796158
ALTO_TEOR,45.13586385991286,4.550237863229024
ALTO_TEOR,40.3855875023671,3.64465198655815
ALTO_TEOR,29.518666519531667,6.288342402215371
ESTÉRIL,59.815165634069764,5.673360258523708
MINERAL,28.431521991236597,0.9138566552446468
ESTÉRIL,37.19177205348333,9.370877883255893
MINERAL,66.33683092442507,7.281355043762064
ALTO_TEOR,71.32244622879843,6.933115171479516
ESTÉRIL,39.71449221035822,6.424618223193117
MINERAL,66.94028542550885,7.259422965597761
ESTÉRIL,33.02570926214561,4.553634125647623
ESTÉRIL,40.568787122296854,3.4983932159085454
ALTO_TEOR,64.7505640953561,0.5768805707697601
MINERAL,62.47910584319792,3.445742679641247
MINERAL,60.477945137022175,10.436865965094198
MINERAL,53.16400950582257,1.0668143045011922
MINERAL,72.97749224727484,8.102609252911614
ESTÉRIL,45.77579993156243,1.0445742845750112
ESTÉRIL,73.0289727419302,7.148830621385528
ALTO_TEOR,53.078246190205846,3.841945669883912
ALTO_TEOR,68.39041468283564,10.36509607823665
ESTÉRIL,35.67409700899112,8.39801223746495
MINERAL,37.0407403129374,4.618839424193511
MINERAL,56.90262760763035,9.049850109858495
ESTÉRIL,55.87870345090302,1.1403112022079183
ESTÉRIL,58.0601474682376,4.4911909899821865
ALTO_TEOR,67.80974801435256,3.59907094245564
MINERAL,44.52755909753441,2.3157605005795885
ESTÉRIL,57.35017201726801,5.989597692198391
ALTO_TEOR,45.80727643822435,4.588125269027068
ESTÉRIL,54.336599352372545,5.3813607972346205
ALTO_TEOR,42.751163208579655,11.706562342311909
MINERAL,47.240340037327016,4.888730916365234
ALTO_TEOR,48.44750764911218,10.293465820669962
ESTÉRIL,49.02378039041674,3.7344615872776377
ESTÉRIL,39.5054402863493,5.885575373771399
ALTO_TEOR,48.55296436957373,1.0076945225084715
ALTO_TEOR,49.040469145161126,10.11576728460649
ESTÉRIL,58.83529361612255,11.473184319845643
ESTÉRIL,54.1772795404236,2.0965339434298773
MINERAL,51.28727073112495,8.74628298917277
ESTÉRIL,48.677264165455355,10.976439373214617
ALTO_TEOR,61.679869492889104,3.596703501143178
MINERAL,51.29411540548206,5.000580959026019
MINERAL,59.01883604613417,4.151638995082669
ESTÉRIL,48.80596478938422,8.557981309532206
MINERAL,51.16019211524986,9.477651260877762
ESTÉRIL,58.432965809410796,9.702658289522782
ALTO_TEOR,68.07814907384511,2.9070884710683247
ALTO_TEOR,71.0984768302863,2.034776697047706
ESTÉRIL,53.964164547447,7.536832998878012
ESTÉRIL,68.52217252724573,7.737751748702467
ESTÉRIL,46.167272409814544,4.873581625410177
ALTO_TEOR,27.589374171413596,8.520451399823697
ALTO_TEOR,32.03046343978405,1.8094186095410318
ALTO_TEOR,68.2578581462223,10.322467008230218
ALTO_TEOR,67.23395795179121,3.5980241418143635
ALTO_TEOR,39.21606709763127,7.8691296437858025
MINERAL,47.14435498720437,5.640740300431884
MINERAL,44.702829275631885,10.22382508308978
MINERAL,52.03782911516906,4.3098035935127506
ALTO_TEOR,42.13864380426443,11.155368437105436
ESTÉRIL,69.57128878295505,10.378737766314186
MINERAL,74.46661758280948,9.699830261946026
MINERAL,52.25426396881937,9.739806849501035
ESTÉRIL,62.42384323987299,2.267163415539493
