LITOLOGIA,RECURSO,TONELAGEM,VOLUME,Fe_pct,SiO2_pct,g1,g2
ALTO_TEOR,INDICADO,398.33188728774826,194.04035086895587,32.73607219610802,7.199315717086478,20,15
ALTO_TEOR,INDICADO,295.01377746738956,176.42960277406473,34.703898380441736,8.059893729430081,0,5
ALTO_TEOR,INFERIDO,336.52188577448896,155.9228761431578,52.90582285327835,3.3501001891307522,20,5
MINERAL,INFERIDO,407.48004735476775,143.46826189141672,43.045989655258296,7.785201040461837,20,15
MINERAL,INDICADO,491.4633211468586,130.66429719015048,43.602974928761896,1.6548547841109769,0,0
MINERAL,INFERIDO,499.7134485496408,114.4893224434502,53.76063617743758,7.889798128343699,10,0
MINERAL,MEDIDO,291.2960414514606,95.70048404850726,46.67502837651782,7.672653399156421,0,5
ALTO_TEOR,MEDIDO,344.5533374465839,177.1252366294325,39.95849117080516,9.78304735293313,0,5
ALTO_TEOR,INFERIDO,269.51058508343397,155.0899668055754,56.1412507270319,5.116012034699807,20,0
MINERAL,INFERIDO,449.7546070099057,119.54805781578457,,4.202076761236618,10,0
MINERAL,INFERIDO,339.47777666791194,96.25692518781526,69.14904248507625,6.61349311592839,0,0
ESTÉRIL,INFERIDO,351.2820578217388,87.48338646867353,52.704281159704344,1.5201049776157596,20,0
ESTÉRIL,MEDIDO,173.90131254360125,179.39205580161806,39.6113086731941,9.968248083507481,20,15
MINERAL,MEDIDO,373.217241319237,143.1760049897841,45.94044457151563,6.0713751336147785,0,15
ESTÉRIL,INDICADO,268.7204510812455,92.80406634131651,62.98093215290749,9.089678292470666,20,0
ALTO_TEOR,MEDIDO,149.7480691768768,198.03321191040328,41.58255417620205,5.939086463385836,0,15
ALTO_TEOR,INFERIDO,158.88513829459748,165.5760976566006,,9.82712152993129,20,0
ALTO_TEOR,INDICADO,434.82427849548986,130.82322699566527,55.08832819720599,8.4520497672973,20,15
ESTÉRIL,INFERIDO,467.2452353588185,123.8094814398653,47.11021485586405,3.322458727239548,0,0
ALTO_TEOR,MEDIDO,161.74150494392748,101.85113139668385,48.038385070397304,6.611008909211303,20,5
MINERAL,MEDIDO,186.92351059905036,75.99671343397526,40.96673512672824,9.672235385749513,0,15
ALTO_TEOR,MEDIDO,236.05060772580217,67.88204423019135,53.1327357282714,1.1112330967913986,20,5
ALTO_TEOR,INDICADO,350.0824755754811,180.40104240986494,47.49020922741404,7.236506909817301,20,15
ESTÉRIL,INFERIDO,355.4479262829851,176.93299735298586,40.11576215462401,7.699163395957463,20,0
ESTÉRIL,INDICADO,230.79028026722278,85.06785252309402,45.56068116275762,4.293720531982004,0,15
MINERAL,MEDIDO,399.3190898194471,101.15979754799454,65.76379989898763,1.9990053445976215,20,15
MINERAL,MEDIDO,324.41375610062636,187.121738155877,37.61607947967458,6.422890877817542,0,5
MINERAL,INFERIDO,415.02731281176926,65.00147903316999,54.51023013495278,2.7028856798606675,0,15
ESTÉRIL,INFERIDO,186.48387550733645,103.0798359633772,42.861318156975905,7.366460973001329,20,5
MINERAL,MEDIDO,305.59445573391474,171.6756414488163,,4.2660163073621185,20,5
ALTO_TEOR,MEDIDO,118.09069246307078,158.822809520186,47.37721605546866,9.132728166231832,10,0
ALTO_TEOR,MEDIDO,253.9813534526269,52.903550230889735,58.5291686562648,7.439689936945459,20,5
MINERAL,MEDIDO,226.7541277002793,154.38288223109762,67.06940621580793,5.59151828939391,0,5
MINERAL,INFERIDO,140.21269477542776,183.90711445620155,32.051228808886876,7.622752726664502,0,0
ALTO_TEOR,INDICADO,189.3453840266713,123.90196907575452,34.759591158813286,4.178516782280627,20,0
ESTÉRIL,INDICADO,474.55773005160154,118.45117851411585,57.677758370533354,2.9773289927376787,10,15
MINERAL,MEDIDO,441.5583795289417,70.61044938471011,35.22150174862848,2.300097184027054,0,0
ESTÉRIL,INDICADO,402.0619644240593,150.281629639316,30.067334439223874,8.875285238480362,20,15
ESTÉRIL,MEDIDO,426.60350853655916,176.05420486855292,60.21076915903805,8.782387517140705,0,0
ALTO_TEOR,MEDIDO,286.507400469638,93.70462563048562,65.70650136392254,7.788508783809357,0,5
MINERAL,INDICADO,499.8669417176477,53.41264292746619,,5.218322219773961,20,5
MINERAL,INDICADO,291.1176653355063,72.39088017628639,67.92252305966136,8.290535308910037,20,5
ALTO_TEOR,INDICADO,250.24877339783455,170.36298205105572,60.385203548600956,1.9692193234979114,0,5
ALTO_TEOR,INFERIDO,351.0596574188096,92.59085926564231,56.25293655888008,4.974128940765058,10,15
ESTÉRIL,INFERIDO,339.93228454896234,167.30984797629728,68.31985906859656,2.7744026991438764,0,0
MINERAL,MEDIDO,456.86629172841356,66.50186337549415,,9.046228904462158,0,0
ESTÉRIL,INFERIDO,404.551254904219,102.07497242488932,51.6137988962608,2.804240975831497,10,15
ESTÉRIL,INFERIDO,307.183833409267,188.7870831516966,62.58302351832391,1.7138710629212275,0,0
MINERAL,INFERIDO,168.46730672544643,149.09510303807798,50.57580961136634,6.866942513868992,10,15
MINERAL,INDICADO,162.8759046305459,152.11328963221536,30.780665532255583,1.30936433344029,0,15
MINERAL,INFERIDO,233.16057682318427,157.00079438756245,67.05609049135123,6.939874404407954,0,0
ALTO_TEOR,INFERIDO,456.02059390749656,142.41300780322456,58.266772131276305,1.4233482501349717,0,0
ALTO_TEOR,MEDIDO,142.80912020545003,119.06881384006911,48.33974015594296,3.606120292133897,0,15
ALTO_TEOR,MEDIDO,142.80599882401606,111.1615068862553,32.968041478736886,9.851443462860082,0,0
MINERAL,INDICADO,253.759934840219,144.5842014846878,42.62427913390745,8.508093800768354,10,5
MINERAL,INDICADO,487.6064236269178,79.77363495822257,30.131993679564726,6.752097053311929,10,0
ESTÉRIL,INFERIDO,392.00622227880217,105.88069372190584,47.72687041186408,1.0213870047275422,20,15
MINERAL,INFERIDO,156.47878255326893,95.3193109861648,59.76270492203559,5.0354664938643205,10,0
ESTÉRIL,INDICADO,496.3537345655662,186.75791377503666,31.05730279786641,8.574772006736406,20,0
MINERAL,INDICADO,497.52774117908075,152.22261206729002,37.21348487003689,3.8380944651721207,10,15
ESTÉRIL,MEDIDO,116.56918002308586,102.19221474940571,34.95766576068601,3.766487002259731,20,0
ALTO_TEOR,INDICADO,270.22363152094647,158.80201516722374,52.10502119369249,7.0365692875653725,10,0
MINERAL,MEDIDO,490.43122811705075,87.72759613425177,34.76988152761118,7.500634325263211,10,0
ESTÉRIL,INDICADO,466.80736757565444,91.97559575329143,61.42014960527829,4.2933097174560135,20,5
ALTO_TEOR,INFERIDO,123.8511352951777,199.70639920996285,64.70760595926572,1.486930277031886,10,15
MINERAL,INFERIDO,112.43120858828365,57.4228308275125,60.4160468257561,8.858687449648047,20,15
MINERAL,INFERIDO,352.51076213550425,157.70195919113357,64.67315762226588,1.496596312433164,10,0
ALTO_TEOR,MEDIDO,458.89895448656904,184.97374792572202,42.35577422782152,6.731238900952707,0,15
ESTÉRIL,MEDIDO,328.51678550503084,97.87674509143163,64.67717575578175,8.381864429537895,10,5
ESTÉRIL,INFERIDO,225.00376649216986,184.40304784037187,67.65883110355733,2.8335499292967152,0,15
MINERAL,INFERIDO,225.28055001622675,99.16321774681765,49.3057627434827,7.198031306766511,20,5
ESTÉRIL,INFERIDO,305.18240873915045,65.44922284441718,44.859369258471204,2.940405730368465,0,0
ESTÉRIL,INFERIDO,353.0943568337915,60.303114243881275,61.14287528667536,9.711217876116018,0,5
MINERAL,INDICADO,270.901766468578,111.50909704124194,40.751835726681406,4.999746539078128,20,0
ESTÉRIL,INDICADO,234.22862151299054,148.1580099541497,47.76584984413658,7.33096738286868,20,5
ESTÉRIL,INDICADO,369.79445151329986,178.86800814467804,42.352310015963866,7.903438235203193,20,15
ESTÉRIL,INDICADO,201.93577527690286,87.48100773997139,37.781384087654075,8.571898740761567,20,15
ALTO_TEOR,INDICADO,179.82048566138866,72.63958763604602,,6.878510338129023,10,5
ALTO_TEOR,INFERIDO,120.53230121952585,172.33341155486983,66.22913814439839,3.4789887149907464,20,5
ESTÉRIL,INFERIDO,412.56679772213556,53.113283395537294,62.1294552983247,4.527925875581552,10,0
ALTO_TEOR,INDICADO,122.32390648818492,149.74290833868622,64.14562358461217,7.784793899994242,0,5
ESTÉRIL,MEDIDO,225.18402108167732,100.48898631652013,61.384222979347285,8.90875998689286,0,5
ALTO_TEOR,INDICADO,103.89783254164922,68.74293485312592,57.57732620354595,7.133124861297902,10,0
ALTO_TEOR,INDICADO,460.9714554180552,55.417031713453284,48.19057094405474,4.709295618548583,0,0
ALTO_TEOR,INDICADO,332.92810656233365,91.89094403654332,53.30386480867901,2.638952343872135,10,15
ESTÉRIL,MEDIDO,288.6507662624347,142.04578767681426,61.647691334702834,2.3160875414071636,20,0
ESTÉRIL,MEDIDO,336.7090335638027,179.98669007662858,59.9471075838215,6.156655545789529,0,0
ESTÉRIL,MEDIDO,213.72580656577162,125.54054317244659,44.002128416147315,8.025802073053349,20,0
MINERAL,MEDIDO,432.1256970074298,187.84342456360397,64.7800829639794,4.862249991081068,0,0
ESTÉRIL,INFERIDO,365.4776849409241,121.86675364233324,38.93076051831138,5.08824061445186,0,5
MINERAL,INFERIDO,174.2797417003414,150.44683754404412,,5.10016208895465,10,15
MINERAL,INDICADO,240.36685988325948,118.83551354092208,41.14733955859341,8.768752377839098,0,5
ALTO_TEOR,INDICADO,449.9965679121477,145.77227266311763,35.34814878206764,8.47773966423263,0,0
MINERAL,INFERIDO,269.873369151446,94.04429046972643,40.48990241408616,6.401770328591094,0,5
ALTO_TEOR,INFERIDO,118.50761005814107,80.41115286842687,42.13490971758551,7.563879770558292,0,15
ESTÉRIL,INFERIDO,489.3902295553902,186.74455719612337,65.75873493954907,9.64593302898483,10,0
ESTÉRIL,INFERIDO,159.7686039841285,199.66434224410995,65.12124407729677,8.726134298974054,20,5
ESTÉRIL,INDICADO,205.06280061110226,196.32639014015268,66.9458108337298,3.8938148419073113,20,0
ESTÉRIL,INFERIDO,467.83697144808457,79.01996034776461,48.30041390702104,4.490780019237478,0,0
MINERAL,MEDIDO,357.8032610680264,183.29104810865397,64.88642662351484,2.7423168231971258,10,0
ESTÉRIL,INDICADO,228.19338305957402,133.93587519293663,31.663873777756777,4.137445347858922,20,5
ESTÉRIL,INDICADO,123.35091900560427,77.25338225848816,37.26276011929903,3.130611573633425,0,5
ESTÉRIL,INFERIDO,497.23822240517836,134.37301278277818,54.03133128072436,7.2632423148882435,10,0
MINERAL,MEDIDO,259.1925009575209,190.00948692719408,54.73097807434572,4.957122097247874,0,0
ESTÉRIL,INFERIDO,270.5957851702643,132.13434896925892,32.67928147223559,2.328685284852603,10,0
ESTÉRIL,INDICADO,449.26925526029765,151.91820827895805,65.49487368179126,4.255530035430597,20,15
ESTÉRIL,INDICADO,412.62813302681616,95.5235359935428,46.22921525171945,4.5262920796073605,0,15
MINERAL,INDICADO,300.33561191254046,178.79287176987205,45.66925470092175,3.5986497316953026,10,15
ALTO_TEOR,INDICADO,481.66020917835334,126.24268429141567,52.67002848400156,3.389631841629124,10,15
ESTÉRIL,MEDIDO,119.03438941270576,169.11019846594786,44.34001672226676,2.091143388348442,0,5
ESTÉRIL,INFERIDO,269.66483793410885,134.910187114304,56.6067324108313,5.8911285493975045,20,0
MINERAL,INDICADO,484.39069679673486,115.30841360316234,62.3922064273102,1.9178661197254931,20,15
ALTO_TEOR,INFERIDO,451.26470408967026,52.48543299646901,54.97033388205448,2.710142836637555,0,15
ALTO_TEOR,MEDIDO,483.05531277667717,124.12578066294842,69.57027467210371,4.391890095546298,10,5
MINERAL,INFERIDO,113.74034501522274,120.2811663305621,33.98900747848191,1.685347332977094,0,0
ALTO_TEOR,MEDIDO,125.99596251762057,142.2520041133103,35.74597990482581,8.658778148774424,0,0
ALTO_TEOR,INFERIDO,330.2492961161506,89.60620530032458,,8.392950593486546,0,15
ESTÉRIL,MEDIDO,277.4919970466251,186.1157806650222,31.730580055129856,1.9327705984068677,20,5
ALTO_TEOR,INFERIDO,489.02769837479696,57.94870722402725,54.82620655870173,8.438293723417658,10,0
MINERAL,INFERIDO,432.75115085370055,172.70107275342912,67.86035008392128,8.904978149635069,10,5
ESTÉRIL,INFERIDO,158.91721998991557,101.09906537995676,53.408804363532184,9.896273725182803,0,5
MINERAL,MEDIDO,196.4521087454338,159.18693555330918,46.902179765212665,3.2257471626343284,20,15
ALTO_TEOR,INDICADO,410.16883237309173,147.42229844755073,49.239141696778226,8.55783334672034,0,0
MINERAL,INDICADO,257.3953800957539,112.00534308998705,63.070633479617804,2.5044191532763147,20,15
ALTO_TEOR,INDICADO,485.5568008193649,86.96099639794333,33.345612290014245,4.8146980276299916,10,15
ALTO_TEOR,MEDIDO,142.0900513973477,94.7353047175543,40.90588708378801,3.336354059532963,10,5
MINERAL,MEDIDO,211.09807601496294,109.96370555999044,30.764986485870928,1.0045180456389027,0,5
ESTÉRIL,INFERIDO,405.78534786126494,71.92471213534634,63.60634751037661,4.398137231428142,0,0
MINERAL,INDICADO,191.7792486008447,90.85873882187313,39.65787202405011,1.2494124109739477,0,15
ESTÉRIL,INDICADO,493.6428573251356,179.1481171045142,50.412405774563496,8.564963273569823,0,5
ESTÉRIL,INDICADO,331.44086628642435,153.713877154629,66.2723935722256,6.142307284007486,0,0
ALTO_TEOR,MEDIDO,194.61421564803376,85.40305387839464,30.268880991792493,5.390119766884146,10,15
ESTÉRIL,INDICADO,482.72469883543585,98.08285228117472,32.38350755563347,3.2110748362748085,20,15
MINERAL,MEDIDO,405.9793049650202,117.95619491789535,41.98041164860565,9.682089637452009,10,5
MINERAL,MEDIDO,367.52812799469456,134.21676060263678,61.266570831088956,6.624475405369173,10,0
MINERAL,INDICADO,356.3410529898453,80.61410430450698,51.25679377288979,3.632505939720899,0,5
MINERAL,MEDIDO,136.03623781047824,140.38489000511356,58.57845617251786,1.687956730371155,20,0
MINERAL,INFERIDO,455.83759028134,176.20512976170068,44.35581717836671,6.487475569073004,10,15
ESTÉRIL,MEDIDO,388.3155076659298,83.8287696519688,32.90473435813751,9.819814186927976,0,5
MINERAL,INDICADO,364.549848573211,118.45893234108227,38.10537929184752,7.000835931127655,0,5
ESTÉRIL,INDICADO,306.513853464147,73.43719942849924,56.77213090385091,9.395089617007942,10,0
ALTO_TEOR,MEDIDO,208.34908572360118,198.4315516210338,33.61986433409874,1.9934949329686882,0,5
MINERAL,INDICADO,493.9258234435236,129.6369861613676,33.95658934852931,6.6643000541610515,0,15
ESTÉRIL,MEDIDO,156.67893185751626,120.62363381371745,43.045288613299896,8.268799938308053,20,15
MINERAL,MEDIDO,276.45125119890497,128.11771232146717,68.65842865504706,6.747373793479144,20,0
ALTO_TEOR,INDICADO,338.32549020178163,190.10397847006072,38.027551618576105,2.8121070630051928,0,15
MINERAL,INFERIDO,176.50320264683845,152.24695233076602,50.957035597874984,9.897770262364727,20,0
MINERAL,MEDIDO,349.59768836619844,169.42656141140657,50.703624155132886,3.3598227199983386,0,5
ESTÉRIL,MEDIDO,149.95173713057034,120.38656939811403,31.605920514581754,2.1003096153121645,10,5
ALTO_TEOR,INDICADO,322.88669769248315,118.45094186205422,43.39848041238034,5.853179847218481,10,15
MINERAL,INFERIDO,303.4196928462934,84.50203281858126,48.27281347469544,8.230195076573562,20,5
MINERAL,INFERIDO,496.72363854365653,127.92151436498797,56.471953626558324,5.347942784982974,0,0
ESTÉRIL,INDICADO,323.15325904135216,52.93888271868466,55.47722428483941,4.416537484768178,10,15
ALTO_TEOR,INFERIDO,398.6872071486572,175.62669713091134,69.56306383843432,4.536267988258363,10,5
ALTO_TEOR,INFERIDO,330.49505416664994,194.45850036143437,61.82448798429748,8.667587408659543,0,5
MINERAL,MEDIDO,196.13458106395416,94.51939905920877,64.26876979822931,8.234827514628217,0,0
ALTO_TEOR,MEDIDO,290.1368668789197,111.67524422149,31.931792732280915,8.908912251584418,20,15
ESTÉRIL,MEDIDO,491.27858121331997,120.49498233276329,42.856915636757186,8.810766548377643,0,15
MINERAL,MEDIDO,193.04753077419872,174.94152362495902,34.86615396843548,7.583405895722217,10,5
ESTÉRIL,MEDIDO,455.2527618552395,162.91470434202628,63.596255289872474,7.25538233163003,10,5
ALTO_TEOR,INFERIDO,303.2471437344633,160.8924373917592,60.04250571248445,4.956634234732059,20,15
ESTÉRIL,INDICADO,400.925145999803,183.43255919027186,37.14819014644431,9.878163421522368,10,0
ESTÉRIL,INFERIDO,192.1213435857025,158.97515040301795,61.49897521076774,5.212064500009487,20,5
ALTO_TEOR,INFERIDO,128.25286942440633,61.900575767462215,31.45138101830808,1.1215509576193567,10,5
ESTÉRIL,INDICADO,170.95007444221255,142.93998499545694,31.437638512760337,8.624349554357758,10,0
MINERAL,INFERIDO,392.192590485316,155.49626978183736,36.85243756282064,2.5182719078594227,0,5
ALTO_TEOR,INFERIDO,165.39911834396727,189.28781559796843,31.20589127541271,3.780902004403097,20,0
ALTO_TEOR,MEDIDO,344.6965509561751,117.9545978321375,45.08885930879121,9.764981478200509,10,15
ALTO_TEOR,INDICADO,463.2804803407809,132.19143594635472,42.147585516299266,1.518416593552368,0,0
ALTO_TEOR,MEDIDO,283.99254249375383,113.07732067127893,67.52288627132592,5.762452846362827,20,0
ESTÉRIL,INDICADO,240.11443579288687,109.44290290356572,69.25299109093945,6.395276524398077,0,15
ESTÉRIL,INDICADO,498.78488390151705,121.43695112013087,50.15110931179096,9.081230155472255,20,0
MINERAL,MEDIDO,421.5706877509183,177.31463073968257,59.44696855642738,5.721016655054963,0,5
MINERAL,INFERIDO,254.54844980607595,166.11882669133,62.764778291354936,3.3866179334764874,20,15
MINERAL,INFERIDO,162.34493792781862,144.4821255589946,,6.3013840130598515,10,5
ALTO_TEOR,MEDIDO,367.4696026293758,70.3952867598703,62.310621942000786,5.112047559758612,10,0
ESTÉRIL,INFERIDO,330.71826853062703,141.0024343515001,49.23284353693753,2.9396224832065085,10,15
ESTÉRIL,INFERIDO,164.86370585796237,56.24109126870821,31.30891624112904,6.33026857888074,0,15
MINERAL,INFERIDO,254.5576996402823,199.80262105568454,62.699904635758955,5.1884712992954585,20,0
ESTÉRIL,INFERIDO,489.6673595029951,185.52760713903385,40.169735260100865,9.947442305208833,0,15
ALTO_TEOR,INFERIDO,299.6279550770992,199.5811254381867,47.727174929261544,9.795025980812893,20,15
ALTO_TEOR,INDICADO,446.840236891912,114.39095320154189,30.648754442460348,7.258353932803485,0,0
MINERAL,INDICADO,154.04235460424576,180.7298515976676,31.422944626118735,6.123522528671909,20,0
ESTÉRIL,INDICADO,311.30142945403355,197.86938370932705,44.999846950413314,4.561536713478935,10,5
ALTO_TEOR,INFERIDO,113.17447736850919,59.90251075870539,47.231706362228536,1.69132718013644,0,0
ESTÉRIL,INDICADO,449.3540138844974,155.7215703542173,51.240395108110306,2.083886556319166,10,0
ALTO_TEOR,MEDIDO,453.3904280252615,124.42312003915369,49.656667493593645,8.665210451664024,10,15
ALTO_TEOR,INDICADO,344.2645064983851,136.8264449385698,48.96920385923578,6.123820123173783,0,15
ESTÉRIL,MEDIDO,104.5978038064717,194.7567646037912,54.5239842607984,7.9925332047239435,10,0
ESTÉRIL,INFERIDO,291.320112271158,91.64073138514908,60.11864616688414,4.229158094001462,10,0
MINERAL,MEDIDO,329.0450251863766,164.25492631551526,69.85381227311453,1.828872381353411,0,5
ALTO_TEOR,INDICADO,227.50507033484183,197.23295497687744,69.40463849749574,9.588301889819908,0,0
ESTÉRIL,MEDIDO,283.4514905333077,72.11399079698302,,3.7807673295847053,20,0
ALTO_TEOR,INFERIDO,461.4041538301248,100.49180485164516,46.09418985169343,4.3672802045597745,10,0
MINERAL,INFERIDO,430.7534976840021,175.18150672879295,35.36706901007292,4.649952035771672,20,5
ALTO_TEOR,MEDIDO,161.5065344579811,173.50305733429795,42.410825649165794,2.4986464499352907,10,5
ESTÉRIL,MEDIDO,274.72654398872146,90.6891276892961,31.623771922972313,3.636069408551223,20,5
ESTÉRIL,INFERIDO,158.05342403197628,63.21731624657495,33.2592653991572,6.6366376833941265,10,5
ESTÉRIL,INDICADO,102.25643343272566,133.24609217377434,39.695324153736635,7.7711154734428565,20,15
ESTÉRIL,INFERIDO,104.53965771218559,145.35049093753605,55.86802595237138,1.9268231010197616,10,15
ESTÉRIL,INDICADO,438.9336870858694,111.2753629357627,62.04113587247008,3.6629950362887858,20,0
MINERAL,MEDIDO,212.01315771784354,198.84584680279445,67.88306085261783,4.191218588758652,0,0
